frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,wx_0,wy_0,wz_0,wx_1,wy_1,wz_1,wx_2,wy_2,wz_2,wx_3,wy_3,wz_3,wx_4,wy_4,wz_4,wx_5,wy_5,wz_5,wx_6,wy_6,wz_6,wx_7,wy_7,wz_7,wx_8,wy_8,wz_8,wx_9,wy_9,wz_9,wx_10,wy_10,wz_10,wx_11,wy_11,wz_11,wx_12,wy_12,wz_12,wx_13,wy_13,wz_13,wx_14,wy_14,wz_14,wx_15,wy_15,wz_15,wx_16,wy_16,wz_16,wx_17,wy_17,wz_17,wx_18,wy_18,wz_18,wx_19,wy_19,wz_19,wx_20,wy_20,wz_20,frame_rate,frame_width,frame_height
0,0.18265384435653687,0.9207816123962402,2.431642087685759e-07,0.13824473321437836,0.9429833292961121,-0.01680378057062626,0.09037403762340546,0.945123016834259,-0.02765333279967308,0.06641670316457748,0.9248414039611816,-0.04027969762682915,0.0700809508562088,0.8898534178733826,-0.05107380822300911,0.07283826917409897,0.8721311688423157,-0.01060971524566412,0.02643166482448578,0.8432185053825378,-0.02771846577525139,-0.0009137317538261414,0.8277179002761841,-0.036896057426929474,-0.02100779116153717,0.8116045594215393,-0.04097045958042145,0.08968502283096313,0.8372072577476501,-0.015025671571493149,0.05427549406886101,0.797762930393219,-0.03747845068573952,0.029682926833629608,0.7692905068397522,-0.050382550805807114,0.008075706660747528,0.7413991689682007,-0.054950933903455734,0.1113167405128479,0.8118974566459656,-0.022482967004179955,0.09590732306241989,0.8056090474128723,-0.05426553264260292,0.12148641049861908,0.8366448879241943,-0.05981745943427086,0.1423702836036682,0.8588898181915283,-0.05224590003490448,0.13568389415740967,0.7911676168441772,-0.03092462196946144,0.1140173077583313,0.7663625478744507,-0.04959173873066902,0.11172910779714584,0.7707436084747314,-0.04852339252829552,0.11002492904663086,0.7759760022163391,-0.042065925896167755,0.06880176812410355,0.04678133502602577,0.01971452310681343,0.032901305705308914,0.054619792848825455,0.011373297311365604,0.003955647349357605,0.05214908719062805,0.0038467785343527794,-0.019621118903160095,0.0399099662899971,-0.009451353922486305,-0.018851380795240402,0.02304866537451744,-0.021580049768090248,-0.01829342357814312,0.019267620518803596,0.00766969146206975,-0.046324923634529114,0.0037257689982652664,0.0031487278174608946,-0.06356213986873627,-0.004770498722791672,-0.006690057460218668,-0.07941244542598724,-0.007727868854999542,-0.027539126574993134,-0.0051290662959218025,0.001091041136533022,0.005280356854200363,-0.02745838835835457,-0.023143591359257698,-0.015080987475812435,-0.044430848211050034,-0.030934974551200867,-0.032639503479003906,-0.0651649534702301,-0.04142383858561516,-0.04791153594851494,0.012242170982062817,-0.014247450046241283,-0.0049661919474601746,0.0016246368177235126,-0.013208392076194286,-0.028658123686909676,0.014882877469062805,0.003223052714020014,-0.03271043673157692,0.030381126329302788,0.019388768821954727,-0.02692420408129692,0.029971089214086533,-0.014331258833408356,-0.012165849097073078,0.01570145972073078,-0.030721601098775864,-0.025100043043494225,0.01142795104533434,-0.030044883489608765,-0.03332550451159477,0.007706060074269772,-0.024007748812437057,-0.035557061433792114,30.0,640.0,480.0
1,0.19075211882591248,0.9251686334609985,4.0933480249805143e-07,0.21218526363372803,0.8846091032028198,-0.03912431001663208,0.19653752446174622,0.8451184630393982,-0.05681158974766731,0.1521867960691452,0.8489276170730591,-0.06736624985933304,0.11516204476356506,0.8593294620513916,-0.07817057520151138,0.1556500792503357,0.782376229763031,-0.04519978165626526,0.13350889086723328,0.7291945219039917,-0.067720428109169,0.11771657317876816,0.6948955059051514,-0.08449225127696991,0.10224193334579468,0.6638383865356445,-0.09588400274515152,0.12146440148353577,0.8040327429771423,-0.03900694102048874,0.08021693676710129,0.7509384155273438,-0.058488279581069946,0.05022672563791275,0.7240890264511108,-0.07235398888587952,0.025530211627483368,0.7003604173660278,-0.0809905007481575,0.09997180849313736,0.8367974162101746,-0.03588271141052246,0.055593546479940414,0.8012872338294983,-0.06115829199552536,0.027103416621685028,0.7830746173858643,-0.07678709924221039,0.004966907203197479,0.7656770348548889,-0.08567953109741211,0.08989676088094711,0.8799721598625183,-0.03483609855175018,0.06941647082567215,0.8668045401573181,-0.0591743178665638,0.08302687853574753,0.8768229484558105,-0.06429945677518845,0.10012389719486237,0.8874940872192383,-0.06528723984956741,0.049925073981285095,0.06316287815570831,0.053893137723207474,0.05969962477684021,0.03291691839694977,0.024537693709135056,0.053305454552173615,0.02229204773902893,-0.004012656398117542,0.025303374975919724,0.01861158199608326,-0.03936362639069557,-0.0014040358364582062,0.023171303793787956,-0.047151874750852585,0.01830129139125347,-0.012433694675564766,-0.006214852910488844,0.008340747095644474,-0.03831012547016144,-0.023911360651254654,3.1907111406326294e-06,-0.052578698843717575,-0.03186769038438797,-0.006759868934750557,-0.0654703676700592,-0.0620194636285305,-0.001150014577433467,-0.0045327115803956985,0.002483544172719121,-0.02686755359172821,-0.031030939891934395,-0.009931524284183979,-0.045869141817092896,-0.04277661815285683,-0.021850839257240295,-0.06922322511672974,-0.0568847618997097,-0.03616740554571152,-0.014257201924920082,0.009088140912353992,0.003684082766994834,-0.03727951645851135,-0.00458818394690752,-0.013007576577365398,-0.055786408483982086,-0.011863106861710548,-0.02965402416884899,-0.0736047625541687,-0.02565271593630314,-0.04911523312330246,-0.01553267240524292,0.03176867589354515,0.008941815234720707,-0.025486638769507408,0.025657080113887787,-0.00555823789909482,-0.01933014951646328,0.025920864194631577,-0.019500775262713432,-0.008210313506424427,0.03451703116297722,-0.029860876500606537,30.0,640.0,480.0
2,0.19710567593574524,0.9014379978179932,4.1381065329915145e-07,0.2097090184688568,0.8403176665306091,-0.012249006889760494,0.18710213899612427,0.7873121500015259,-0.018294045701622963,0.14999869465827942,0.768142819404602,-0.023361770436167717,0.11876729130744934,0.7619019746780396,-0.029421977698802948,0.16051198542118073,0.7529876232147217,-0.02139728143811226,0.1400570273399353,0.6943851113319397,-0.03563183546066284,0.12788458168506622,0.6587597131729126,-0.04524925351142883,0.11320168524980545,0.6306294202804565,-0.051847606897354126,0.1332593858242035,0.7756076455116272,-0.026435861364006996,0.09680362045764923,0.714397132396698,-0.04036705940961838,0.07073575258255005,0.6778301000595093,-0.05176695063710213,0.045585282146930695,0.6502858400344849,-0.05929602310061455,0.11483526974916458,0.8093796968460083,-0.032292235642671585,0.07174485921859741,0.7627009749412537,-0.052341848611831665,0.04246002435684204,0.7326308488845825,-0.06771384179592133,0.016512781381607056,0.7106971740722656,-0.07719170302152634,0.10495805740356445,0.8489269018173218,-0.03778967261314392,0.08556202054023743,0.8147748708724976,-0.0555809810757637,0.09186392277479172,0.8047903776168823,-0.06093347817659378,0.10042445361614227,0.8032259941101074,-0.06353447586297989,0.04727524518966675,0.06408081203699112,0.041580680757761,0.05245581269264221,0.02964828535914421,0.027281273156404495,0.041312284767627716,0.010430475696921349,0.009176737628877163,0.012817989103496075,-0.001629797276109457,-0.015370319597423077,-0.008827978745102882,-0.002894891193136573,-0.025274531915783882,0.015434506349265575,-0.014315388165414333,0.005272809416055679,0.008891120553016663,-0.04142475128173828,-0.008195606991648674,0.001409163698554039,-0.058480001986026764,-0.011160166934132576,-0.003695182502269745,-0.06835435330867767,-0.03082430362701416,-0.0030265122186392546,-0.004413907881826162,0.0036079566925764084,-0.023254550993442535,-0.0320683978497982,-0.00396839389577508,-0.03996124863624573,-0.049465734511613846,-0.01225386094301939,-0.060562655329704285,-0.07016073912382126,-0.013181857764720917,-0.012346465140581131,0.010231449268758297,-0.003303404664620757,-0.03557516634464264,-0.006814446300268173,-0.01439979299902916,-0.05240633338689804,-0.0214923657476902,-0.020077787339687347,-0.07218703627586365,-0.03678783029317856,-0.02805940806865692,-0.016780052334070206,0.032228946685791016,-0.006363243795931339,-0.023257289081811905,0.018774686381220818,-0.014421103522181511,-0.019764412194490433,0.01142051536589861,-0.020375747233629227,-0.015782706439495087,0.008518881164491177,-0.025409698486328125,30.0,640.0,480.0
3,0.19001245498657227,0.8826992511749268,3.519348581448867e-07,0.16366654634475708,0.8554256558418274,-0.019293462857604027,0.1336793750524521,0.8181608319282532,-0.032437268644571304,0.11212070286273956,0.7915851473808289,-0.04400461167097092,0.1056627482175827,0.7717143893241882,-0.05613376572728157,0.14922861754894257,0.7277558445930481,-0.02272704616189003,0.13983303308486938,0.6637945175170898,-0.04055532440543175,0.1296951025724411,0.6251415014266968,-0.05538040027022362,0.11786238104104996,0.5967347025871277,-0.0662292093038559,0.14750777184963226,0.7285881042480469,-0.028547078371047974,0.11777369678020477,0.6611796021461487,-0.04772261530160904,0.08735524863004684,0.6294967532157898,-0.06402172893285751,0.059768080711364746,0.6097276210784912,-0.07350333780050278,0.1497764140367508,0.7465367317199707,-0.03622296079993248,0.11370474100112915,0.6855566501617432,-0.06134869158267975,0.078496053814888,0.6549700498580933,-0.07972707599401474,0.05040224641561508,0.6313777565956116,-0.09010130167007446,0.15379095077514648,0.7806040048599243,-0.044238604605197906,0.123116135597229,0.7703872919082642,-0.06980755180120468,0.1120988130569458,0.7798513174057007,-0.07847610861063004,0.10868784785270691,0.7892575860023499,-0.0817049965262413,0.023654723539948463,0.0784716084599495,0.04618881270289421,0.013788681477308273,0.05563913285732269,0.029645130038261414,-0.0011488087475299835,0.041825778782367706,0.016340430825948715,-0.018189135938882828,0.028709949925541878,-0.01463383063673973,-0.020891446620225906,0.01810922659933567,-0.03103766031563282,-0.00040604217792861164,-0.0014370211865752935,0.0057304371148347855,-0.00212039053440094,-0.029736744239926338,-0.005485406145453453,-0.00908583216369152,-0.048130642622709274,-0.013728304766118526,-0.014143673703074455,-0.05887868255376816,-0.0398789718747139,-0.001904014265164733,-0.004362314939498901,0.004148147534579039,-0.0166950523853302,-0.033139098435640335,-0.008641396649181843,-0.036489687860012054,-0.045514415949583054,-0.020758477970957756,-0.05876755341887474,-0.06366090476512909,-0.02862282283604145,0.000566092086955905,0.00048618350410833955,-0.004164807964116335,-0.01723647490143776,-0.01863188110291958,-0.01709548756480217,-0.04004351794719696,-0.035019341856241226,-0.029118850827217102,-0.06194007396697998,-0.049880411475896835,-0.04051877558231354,-1.3374723494052887e-05,0.020543694496154785,-0.009551921859383583,-0.009135515429079533,0.01818913221359253,-0.021428437903523445,-0.018328862264752388,0.022214433178305626,-0.03127627074718475,-0.021926354616880417,0.021746113896369934,-0.037298351526260376,30.0,640.0,480.0
4,0.20436421036720276,0.7882466316223145,5.329293344402686e-07,0.23364746570587158,0.7574175596237183,-0.027276787906885147,0.23943747580051422,0.7109447121620178,-0.0388980358839035,0.19877153635025024,0.7004350423812866,-0.046158429235219955,0.1606704741716385,0.6991349458694458,-0.054750729352235794,0.21189367771148682,0.6339802742004395,-0.03187204897403717,0.20514759421348572,0.5626964569091797,-0.04522152617573738,0.19871297478675842,0.5198504328727722,-0.05517452955245972,0.19044342637062073,0.48286446928977966,-0.062261443585157394,0.1757725179195404,0.6429850459098816,-0.030053529888391495,0.15530729293823242,0.5709705948829651,-0.04129068925976753,0.13805484771728516,0.5272837281227112,-0.05448342114686966,0.12326356768608093,0.4937745928764343,-0.06293784826993942,0.15076543390750885,0.6663036942481995,-0.029716510325670242,0.11849594116210938,0.6090497374534607,-0.048755135387182236,0.09678415209054947,0.5732277035713196,-0.06669970601797104,0.07978431135416031,0.5440824031829834,-0.07785511016845703,0.1339142620563507,0.7006773352622986,-0.03035649284720421,0.12394319474697113,0.6741337776184082,-0.052700355648994446,0.13529740273952484,0.6897516250610352,-0.05913625657558441,0.14785338938236237,0.7091434597969055,-0.06059800088405609,0.02209274098277092,0.08303450047969818,0.056235458701848984,0.043758466839790344,0.062250182032585144,0.031201830133795738,0.04115595296025276,0.04275072365999222,-0.0031007921788841486,0.019346818327903748,0.028532980009913445,-0.03579436242580414,-0.012549073435366154,0.028382334858179092,-0.037338994443416595,0.02225096896290779,-0.00914730504155159,-0.006903191562741995,0.02282814309000969,-0.042384982109069824,-0.020981598645448685,0.020856007933616638,-0.06315267831087112,-0.02555139549076557,0.018618565052747726,-0.08203862607479095,-0.04661738872528076,-0.00041041465010493994,-0.006603974848985672,0.0020718805026263,-0.011196843348443508,-0.04309920594096184,-0.011493324302136898,-0.021143566817045212,-0.062054552137851715,-0.025348424911499023,-0.03322029858827591,-0.07988612353801727,-0.043958213180303574,-0.015351297333836555,0.004237590357661247,0.0038611816707998514,-0.03345363587141037,-0.02290455251932144,-0.012658757157623768,-0.04815835505723953,-0.03803898021578789,-0.03338829055428505,-0.06217985227704048,-0.051794521510601044,-0.05490267276763916,-0.02856101468205452,0.02924356795847416,0.013146527111530304,-0.030466405674815178,0.014628437347710133,-0.004782585892826319,-0.019842952489852905,0.021201439201831818,-0.02323725074529648,-0.010347948409616947,0.033671386539936066,-0.029996303841471672,30.0,640.0,480.0
5,0.20289891958236694,0.8350424766540527,5.468515951179143e-07,0.23038239777088165,0.7819323539733887,-0.020414302125573158,0.2355286180973053,0.7191920280456543,-0.027165250852704048,0.19399988651275635,0.6999610662460327,-0.03162556514143944,0.15458866953849792,0.6988343000411987,-0.03665688633918762,0.2075396627187729,0.6404397487640381,-0.009170649573206902,0.20296844840049744,0.5693312287330627,-0.017879042774438858,0.19677776098251343,0.5255568027496338,-0.027142135426402092,0.18973210453987122,0.485490083694458,-0.03479192033410072,0.17084720730781555,0.6480520963668823,-0.009525283239781857,0.15254299342632294,0.5754865407943726,-0.016717568039894104,0.1361321061849594,0.5320629477500916,-0.029934177175164223,0.12189768254756927,0.4913976788520813,-0.03932591900229454,0.14481039345264435,0.6709353923797607,-0.011880932375788689,0.11745350062847137,0.616125226020813,-0.02802974171936512,0.0988912433385849,0.5795158743858337,-0.044653140008449554,0.08271737396717072,0.5464261770248413,-0.05558560788631439,0.12722322344779968,0.7071187496185303,-0.015187809243798256,0.11746743321418762,0.6751278042793274,-0.03373496234416962,0.13212980329990387,0.6902674436569214,-0.03717895969748497,0.14700384438037872,0.7082768082618713,-0.03723805770277977,0.02656175009906292,0.09326407313346863,0.03474505618214607,0.044351495802402496,0.0655336081981659,0.013522285036742687,0.0403730571269989,0.04358762502670288,-0.006655497010797262,0.012954885140061378,0.02530795894563198,-0.032735034823417664,-0.017997659742832184,0.024075400084257126,-0.0296088308095932,0.022449718788266182,-0.007915634661912918,-0.002671486232429743,0.020299669355154037,-0.04004545137286186,-0.01347338780760765,0.018702706322073936,-0.05986800044775009,-0.02309960313141346,0.016423607245087624,-0.07908283174037933,-0.0475408099591732,-0.0006452550878748298,-0.00689154677093029,0.0052238632924854755,-0.011734339408576488,-0.04407153278589249,-0.00017133954679593444,-0.022269345819950104,-0.0633542612195015,-0.01092183031141758,-0.033104099333286285,-0.08813890069723129,-0.022919224575161934,-0.014550812542438507,0.003260643221437931,0.0022238262463361025,-0.03048005886375904,-0.02060839720070362,-0.01010855007916689,-0.04267064481973648,-0.03841160982847214,-0.02491029165685177,-0.05197933316230774,-0.056448761373758316,-0.04236207529902458,-0.025350132957100868,0.026460900902748108,0.003382572904229164,-0.029271777719259262,0.014417164027690887,-0.011398755945265293,-0.019803453236818314,0.016934359446167946,-0.025185367092490196,-0.011107518337666988,0.028176572173833847,-0.03369462490081787,30.0,640.0,480.0
6,0.21160322427749634,0.8056042194366455,4.2639626940399467e-07,0.24062210321426392,0.760478138923645,-0.01777174510061741,0.24839890003204346,0.6984040141105652,-0.02404322288930416,0.2069791853427887,0.6770506501197815,-0.028618762269616127,0.1675872653722763,0.675634503364563,-0.03418893739581108,0.21898144483566284,0.6175867319107056,-0.012535648420453072,0.2148999124765396,0.5449290871620178,-0.02202514372766018,0.21014118194580078,0.5030993223190308,-0.030213233083486557,0.20238769054412842,0.46664541959762573,-0.03665653616189957,0.1830776482820511,0.625436007976532,-0.01518369559198618,0.16622866690158844,0.5496566295623779,-0.0225055031478405,0.15040114521980286,0.5046097636222839,-0.0339713878929615,0.13520285487174988,0.465739369392395,-0.042438771575689316,0.1578240543603897,0.6499423980712891,-0.019682440906763077,0.13044267892837524,0.5909362435340881,-0.035297442227602005,0.11014313995838165,0.5510731339454651,-0.05185166746377945,0.0919593945145607,0.5166544318199158,-0.06320374459028244,0.13963447511196136,0.6865003705024719,-0.024929825216531754,0.13082510232925415,0.6513929963111877,-0.042662035673856735,0.14164957404136658,0.6603239178657532,-0.04743247479200363,0.15273219347000122,0.6725433468818665,-0.0492069385945797,0.019742099568247795,0.09151569753885269,0.035969436168670654,0.04264000058174133,0.06376522034406662,0.013167616911232471,0.04302340745925903,0.04182722046971321,-0.009317297488451004,0.019620222970843315,0.02425667643547058,-0.03733564168214798,-0.009703471325337887,0.02138781175017357,-0.038405511528253555,0.022640369832515717,-0.009791738353669643,-0.0023531909100711346,0.023344922810792923,-0.04039255157113075,-0.012259289622306824,0.021252766251564026,-0.061373185366392136,-0.01592360809445381,0.017410054802894592,-0.07646756619215012,-0.03719482570886612,-0.0007500579813495278,-0.00706505635753274,0.003988218028098345,-0.010436677373945713,-0.041740838438272476,-0.0014480361714959145,-0.019475195556879044,-0.06058528274297714,-0.013253162615001202,-0.028412163257598877,-0.08451244980096817,-0.023649606853723526,-0.01677509769797325,0.005064379423856735,0.0018428802723065019,-0.02926776558160782,-0.01891217567026615,-0.013348869048058987,-0.0397387258708477,-0.03584194928407669,-0.03183433786034584,-0.04902617633342743,-0.05260619521141052,-0.0464203804731369,-0.02736786939203739,0.028796430677175522,0.0015673666493967175,-0.029240982607007027,0.016059527173638344,-0.014402569271624088,-0.022496426478028297,0.015351207926869392,-0.03139109164476395,-0.013484193943440914,0.020645301789045334,-0.04329909384250641,30.0,640.0,480.0
7,0.20856791734695435,0.7893757820129395,4.438751091129234e-07,0.24004875123500824,0.7470565438270569,-0.020256659016013145,0.2479703724384308,0.6855620741844177,-0.027476049959659576,0.20759710669517517,0.6630840301513672,-0.031870659440755844,0.16710549592971802,0.6598526835441589,-0.03723006695508957,0.22555433213710785,0.6045733094215393,-0.016272859647870064,0.22364270687103271,0.5302332043647766,-0.024479523301124573,0.22025685012340546,0.48834335803985596,-0.031913239508867264,0.21351560950279236,0.45150601863861084,-0.03786087408661842,0.18812896311283112,0.6107311248779297,-0.01633051224052906,0.17283670604228973,0.5350492000579834,-0.023429324850440025,0.15869151055812836,0.4888991415500641,-0.034769490361213684,0.1443122774362564,0.4494578242301941,-0.04278121516108513,0.16159319877624512,0.6327053904533386,-0.0179850272834301,0.1359061449766159,0.5731164813041687,-0.033490315079689026,0.11724536865949631,0.5326467752456665,-0.05040913075208664,0.1001344844698906,0.498862624168396,-0.06162390857934952,0.1431824266910553,0.6643748879432678,-0.020420819520950317,0.13868945837020874,0.6313051581382751,-0.03859521448612213,0.15137352049350739,0.6469376683235168,-0.04349524900317192,0.1634824126958847,0.6669030785560608,-0.044806476682424545,0.014840896241366863,0.09539521485567093,0.03399454802274704,0.03788679093122482,0.06826859712600708,0.01061218697577715,0.038308531045913696,0.04551374912261963,-0.007513666525483131,0.015495914965867996,0.0247702207416296,-0.028459787368774414,-0.015320044942200184,0.022853899747133255,-0.02527437172830105,0.02223462238907814,-0.007497597485780716,-0.0039760759100317955,0.0250562597066164,-0.03921232745051384,-0.014306843280792236,0.023297715932130814,-0.06009786203503609,-0.019118251278996468,0.021144334226846695,-0.07540000975131989,-0.0379025898873806,-0.000338572368491441,-0.006836443208158016,0.0031859902665019035,-0.008293078280985355,-0.04203871265053749,-0.0030647986568510532,-0.01614280417561531,-0.06111485883593559,-0.014934159815311432,-0.025084149092435837,-0.08368795365095139,-0.02582290768623352,-0.015454107895493507,0.0034561941865831614,0.0028140773065388203,-0.028370147570967674,-0.020450711250305176,-0.011712544597685337,-0.038015928119421005,-0.0362723246216774,-0.029376626014709473,-0.047384753823280334,-0.051476992666721344,-0.045880530029535294,-0.027420982718467712,0.02626633457839489,0.004799870308488607,-0.027895502746105194,0.0136833805590868,-0.010744425468146801,-0.018865354359149933,0.015593103133141994,-0.025490572676062584,-0.009439077228307724,0.026499837636947632,-0.035212717950344086,30.0,640.0,480.0
8,0.21082359552383423,0.7750070691108704,4.3936753968409903e-07,0.2414776235818863,0.7330918908119202,-0.018984045833349228,0.251748263835907,0.6720942854881287,-0.025410121306777,0.21355339884757996,0.648171067237854,-0.02931612730026245,0.17321935296058655,0.6446307301521301,-0.03431696444749832,0.23218342661857605,0.5917133092880249,-0.014361739158630371,0.23230783641338348,0.5171425342559814,-0.02220642752945423,0.2293797731399536,0.474920392036438,-0.029679622501134872,0.2223806083202362,0.4377228021621704,-0.03564264997839928,0.19510513544082642,0.5967952013015747,-0.01505205873399973,0.18278169631958008,0.5212427973747253,-0.021772876381874084,0.16889087855815887,0.4741666913032532,-0.03360210359096527,0.15389150381088257,0.43476372957229614,-0.04204228147864342,0.16792750358581543,0.6179977059364319,-0.01725703291594982,0.14481206238269806,0.5571126937866211,-0.032144829630851746,0.12742245197296143,0.5147571563720703,-0.049456626176834106,0.11034194380044937,0.4798663258552551,-0.060945603996515274,0.14898176491260529,0.6486480832099915,-0.020137188956141472,0.14609917998313904,0.613762617111206,-0.037511032074689865,0.15746763348579407,0.6278690695762634,-0.04228058084845543,0.16720879077911377,0.6475034356117249,-0.04357379302382469,0.011294778436422348,0.09825941920280457,0.028223184868693352,0.035362280905246735,0.0717303529381752,0.007120015099644661,0.036379124969244,0.04846898838877678,-0.008565060794353485,0.014674981124699116,0.02520774118602276,-0.02526414766907692,-0.016346944496035576,0.023386340588331223,-0.019874969497323036,0.022376665845513344,-0.007501471787691116,-0.0033256085589528084,0.02673197351396084,-0.03993901610374451,-0.012071898207068443,0.02513107657432556,-0.0611223503947258,-0.01654152385890484,0.02223910763859749,-0.0775865986943245,-0.03356010094285011,7.551256567239761e-05,-0.007369684055447578,0.003506546840071678,-0.006383452098816633,-0.042925916612148285,-0.0019518606131896377,-0.014246337115764618,-0.06315641105175018,-0.013350618071854115,-0.022786837071180344,-0.08540526777505875,-0.022262729704380035,-0.015985770151019096,0.0032450188882648945,0.0021107823122292757,-0.028069637715816498,-0.02204524539411068,-0.01062128134071827,-0.03702973574399948,-0.03858890384435654,-0.027683988213539124,-0.045837074518203735,-0.0540926456451416,-0.042827777564525604,-0.029077209532260895,0.026359429582953453,0.003801125567406416,-0.02827518992125988,0.012743477709591389,-0.010806129314005375,-0.02047318033874035,0.014477256685495377,-0.02510521002113819,-0.012123134918510914,0.025652887299656868,-0.033394236117601395,30.0,640.0,480.0
9,0.2126336395740509,0.7658945322036743,4.2298188418499194e-07,0.24578338861465454,0.7259150743484497,-0.020703863352537155,0.2564076781272888,0.6655383110046387,-0.02827700413763523,0.2176426202058792,0.6398491263389587,-0.03339169919490814,0.17712834477424622,0.63254314661026,-0.03953736647963524,0.2394184023141861,0.5838233232498169,-0.015084462240338326,0.24052734673023224,0.5097697377204895,-0.024202896282076836,0.23860812187194824,0.46643394231796265,-0.03286241367459297,0.23274119198322296,0.4277438223361969,-0.039855848997831345,0.20329733192920685,0.587817907333374,-0.0158039852976799,0.1921369433403015,0.5114561915397644,-0.023504989221692085,0.1790805160999298,0.4651097357273102,-0.035723309963941574,0.16508805751800537,0.42547929286956787,-0.04455506429076195,0.17576424777507782,0.6088694334030151,-0.018362028524279594,0.15500840544700623,0.5462641716003418,-0.0346556194126606,0.13828350603580475,0.5057119131088257,-0.051179107278585434,0.12159143388271332,0.4705639183521271,-0.061848707497119904,0.15538224577903748,0.6410958766937256,-0.02180110476911068,0.14889869093894958,0.6026217341423035,-0.040822479873895645,0.15913033485412598,0.6157065629959106,-0.04547417536377907,0.16909602284431458,0.634351909160614,-0.04641580581665039,0.00932681281119585,0.09591387957334518,0.03207359090447426,0.03328965976834297,0.07062125205993652,0.009546877816319466,0.03428066149353981,0.04724997654557228,-0.010902048088610172,0.012341657653450966,0.025204623118042946,-0.03133990243077278,-0.019608542323112488,0.020643459632992744,-0.027930349111557007,0.022835619747638702,-0.007638570852577686,-0.004712624475359917,0.02725430577993393,-0.039744433015584946,-0.013754813931882381,0.02646704763174057,-0.06115700304508209,-0.01734563149511814,0.023448102176189423,-0.07865683734416962,-0.03683898597955704,0.0006372234784066677,-0.007318941410630941,0.003462681081146002,-0.005271187052130699,-0.04344785958528519,-0.0030632757116109133,-0.012332197278738022,-0.06393858045339584,-0.014407794922590256,-0.021175457164645195,-0.08587629348039627,-0.02826591581106186,-0.01616264134645462,0.003010993590578437,0.002870884258300066,-0.026692481711506844,-0.02302430011332035,-0.012616608291864395,-0.0359436571598053,-0.03900566324591637,-0.030907168984413147,-0.0446595773100853,-0.05457229167222977,-0.04663821682333946,-0.030420033261179924,0.026252329349517822,0.0050532096065580845,-0.03126139938831329,0.011758852750062943,-0.011985319666564465,-0.024643942713737488,0.012743738479912281,-0.030375611037015915,-0.016206206753849983,0.02402876690030098,-0.04209445044398308,30.0,640.0,480.0
