frame,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,frame_rate,frame_width,frame_height
0,0.708850085735321,0.6857097148895264,4.6409098786170944e-07,0.6013045310974121,0.6542814373970032,-0.029851684346795082,0.5116280317306519,0.5635325908660889,-0.04077811911702156,0.4574808180332184,0.4735844135284424,-0.050666358321905136,0.4108588993549347,0.4037305414676666,-0.06005695462226868,0.5467934012413025,0.3948134481906891,-0.015031155198812485,0.4969477355480194,0.2740952670574188,-0.04153510928153992,0.46478769183158875,0.2018458992242813,-0.065141960978508,0.4370572566986084,0.1347745954990387,-0.08347461372613907,0.6005662679672241,0.35810378193855286,-0.023719659075140953,0.5601060390472412,0.21647319197654724,-0.046111635863780975,0.5315142273902893,0.12883833050727844,-0.06912404298782349,0.5046790242195129,0.05222964286804199,-0.08683471381664276,0.6570319533348083,0.3529212474822998,-0.038343511521816254,0.6298744082450867,0.21530954539775848,-0.06498295813798904,0.6080530285835266,0.12850835919380188,-0.0839671939611435,0.5855547785758972,0.05120140314102173,-0.09802336990833282,0.7165441513061523,0.3727518320083618,-0.05617359280586243,0.7172740697860718,0.26482194662094116,-0.08162050694227219,0.7151230573654175,0.19099730253219604,-0.09283150732517242,0.7098543643951416,0.12181740999221802,-0.10060335695743561,30.0,640.0,480.0
1,0.7093281149864197,0.6835178136825562,4.637969368559425e-07,0.602573037147522,0.6536046266555786,-0.03051302582025528,0.5129532217979431,0.5636113882064819,-0.04184030368924141,0.45838427543640137,0.47417569160461426,-0.05190667510032654,0.41188615560531616,0.4033774137496948,-0.06145954504609108,0.5480359792709351,0.39365601539611816,-0.016459470614790916,0.49762997031211853,0.2732120156288147,-0.0430164597928524,0.465725302696228,0.2009020745754242,-0.06637962907552719,0.4388670325279236,0.13373732566833496,-0.08449649065732956,0.6017553210258484,0.3577924966812134,-0.02478940226137638,0.5615663528442383,0.2154722958803177,-0.04729124531149864,0.5337952375411987,0.12817144393920898,-0.07006645202636719,0.5078514218330383,0.05140125751495361,-0.08757718652486801,0.6579919457435608,0.3531877398490906,-0.039064180105924606,0.631157636642456,0.21592594683170319,-0.0659479945898056,0.6097540855407715,0.12918469309806824,-0.08508671820163727,0.5877323150634766,0.05141863226890564,-0.0992070734500885,0.7174518704414368,0.37302666902542114,-0.056552641093730927,0.7187256813049316,0.26502683758735657,-0.0822368711233139,0.7172828912734985,0.19146862626075745,-0.09371612221002579,0.7125577926635742,0.12209928035736084,-0.10168873518705368,30.0,640.0,480.0
2,0.7114506363868713,0.683394193649292,4.6709462253602396e-07,0.6045854687690735,0.6536961197853088,-0.03132908046245575,0.5146462917327881,0.5632113218307495,-0.04304543510079384,0.4600197672843933,0.47351276874542236,-0.053287770599126816,0.413364052772522,0.40209829807281494,-0.06299746781587601,0.5492992401123047,0.3938225507736206,-0.01787003129720688,0.49919217824935913,0.2729247808456421,-0.04491005092859268,0.4676337242126465,0.20033760368824005,-0.0685066506266594,0.4410182237625122,0.13305893540382385,-0.08674577623605728,0.6036378741264343,0.35749244689941406,-0.026013493537902832,0.5632699728012085,0.21535849571228027,-0.04907267540693283,0.5353931188583374,0.12786665558815002,-0.07224403321743011,0.5092074275016785,0.05098086595535278,-0.08998093754053116,0.6602187752723694,0.35273805260658264,-0.04008921980857849,0.6338838338851929,0.2148471176624298,-0.06762601435184479,0.6131061315536499,0.12786853313446045,-0.08693074434995651,0.5914124250411987,0.049740493297576904,-0.1010502278804779,0.7196019887924194,0.37287279963493347,-0.05736928433179855,0.7207289934158325,0.26512664556503296,-0.08359383046627045,0.7196117639541626,0.19158965349197388,-0.09505418688058853,0.7151353359222412,0.12219065427780151,-0.1029106006026268,30.0,640.0,480.0
3,0.7131827473640442,0.6847326755523682,4.7081056209208327e-07,0.606251060962677,0.6541073322296143,-0.030523788183927536,0.5155306458473206,0.5631463527679443,-0.04151824489235878,0.460637629032135,0.47447991371154785,-0.05111750215291977,0.41563349962234497,0.40348929166793823,-0.060115452855825424,0.5505883097648621,0.39328092336654663,-0.01640583761036396,0.500529408454895,0.2720223665237427,-0.04281730204820633,0.468619704246521,0.1990906298160553,-0.06608259677886963,0.44160282611846924,0.13203659653663635,-0.08409642428159714,0.6044341325759888,0.3570173382759094,-0.02451433800160885,0.5645058155059814,0.21427276730537415,-0.04689667001366615,0.5367612242698669,0.12627339363098145,-0.06972777098417282,0.5106232762336731,0.04945969581604004,-0.08719426393508911,0.6608014702796936,0.352370023727417,-0.038495659828186035,0.6344126462936401,0.21471357345581055,-0.0653410479426384,0.613519549369812,0.12764307856559753,-0.08476980030536652,0.5915613174438477,0.04987138509750366,-0.0990285575389862,0.7200998067855835,0.3727076053619385,-0.05563482269644737,0.7218021154403687,0.2649005353450775,-0.08144168555736542,0.7208049893379211,0.1912079155445099,-0.09311547130346298,0.7165043354034424,0.12156105041503906,-0.10114727169275284,30.0,640.0,480.0
4,0.7122693061828613,0.6831451654434204,4.7583557716279756e-07,0.6046117544174194,0.6511282920837402,-0.03036895953118801,0.5162711143493652,0.5606629848480225,-0.04243938997387886,0.46288374066352844,0.47197169065475464,-0.05336672067642212,0.4167366921901703,0.40073174238204956,-0.06383715569972992,0.552048921585083,0.39001384377479553,-0.017265386879444122,0.5028146505355835,0.26888033747673035,-0.045041315257549286,0.4708675146102905,0.196494922041893,-0.06939413398504257,0.44338828325271606,0.12949317693710327,-0.08812529593706131,0.6055490970611572,0.35412082076072693,-0.026229500770568848,0.5654420852661133,0.2108580768108368,-0.05000995844602585,0.5374728441238403,0.1225736141204834,-0.07380470633506775,0.5111913084983826,0.04577136039733887,-0.09192651510238647,0.6618184447288513,0.3502018451690674,-0.04103470966219902,0.6359189748764038,0.21159608662128448,-0.06900249421596527,0.6146959066390991,0.12361198663711548,-0.08890386670827866,0.5925958752632141,0.04520159959793091,-0.10348226130008698,0.7210061550140381,0.37213367223739624,-0.058973632752895355,0.723551332950592,0.2639169692993164,-0.08560074865818024,0.7221988439559937,0.18980415165424347,-0.09749103337526321,0.7173115015029907,0.12017807364463806,-0.1056632325053215,30.0,640.0,480.0
5,0.7192882895469666,0.6654380559921265,5.602554438155494e-07,0.6097444295883179,0.6168628334999084,-0.030368292704224586,0.5264739990234375,0.5128870606422424,-0.042127884924411774,0.47485363483428955,0.4174969494342804,-0.05273447185754776,0.43299490213394165,0.3419778048992157,-0.0625150054693222,0.5757614970207214,0.3449232280254364,-0.013632332906126976,0.5320013165473938,0.21812641620635986,-0.03915952518582344,0.5049685835838318,0.1407965123653412,-0.06275766342878342,0.48169028759002686,0.0724535882472992,-0.08066631853580475,0.6333442330360413,0.3169116973876953,-0.02133883349597454,0.603594183921814,0.1676422655582428,-0.0431528277695179,0.5790020823478699,0.075370192527771,-0.06690564006567001,0.5550273060798645,-0.004501551389694214,-0.08443096280097961,0.6906622052192688,0.32046326994895935,-0.034749891608953476,0.6742888689041138,0.179438978433609,-0.06105674430727959,0.6564286351203918,0.0905667245388031,-0.07991331070661545,0.6359068155288696,0.011778563261032104,-0.09301310032606125,0.7497534155845642,0.35009878873825073,-0.051225315779447556,0.7607836127281189,0.2389838695526123,-0.07598122209310532,0.7605165839195251,0.16401226818561554,-0.08589289337396622,0.7550686597824097,0.0926412045955658,-0.09193747490644455,30.0,640.0,480.0
6,0.7019736170768738,0.679741621017456,4.919467073705164e-07,0.598464846611023,0.6276497840881348,-0.026522478088736534,0.5156340599060059,0.5186961889266968,-0.0369727723300457,0.4711879789829254,0.42123281955718994,-0.04661017283797264,0.4367939829826355,0.345363587141037,-0.05654465779662132,0.5699294209480286,0.35217350721359253,-0.020285770297050476,0.5328778028488159,0.21992847323417664,-0.04892180114984512,0.5083566904067993,0.13886623084545135,-0.07340926676988602,0.4880869388580322,0.06777229905128479,-0.09160411357879639,0.6276135444641113,0.3263087868690491,-0.031070496886968613,0.6031540632247925,0.16842767596244812,-0.05645429342985153,0.5847504138946533,0.06935745477676392,-0.08071105182170868,0.5675897002220154,-0.015127450227737427,-0.09844929724931717,0.6837289333343506,0.3320240378379822,-0.04681024327874184,0.6768092513084412,0.18223878741264343,-0.07598159462213516,0.6683127880096436,0.08480605483055115,-0.09694159030914307,0.6568503379821777,0.0010570287704467773,-0.11163810640573502,0.7391961812973022,0.3645060360431671,-0.06498695909976959,0.7561110854148865,0.2508520781993866,-0.09274711459875107,0.762714147567749,0.17270299792289734,-0.10478385537862778,0.7650752663612366,0.10163545608520508,-0.11245336383581161,30.0,640.0,480.0
7,0.6789363622665405,0.7230104207992554,5.270732117423904e-07,0.5703710913658142,0.6799403429031372,-0.02445131726562977,0.48858433961868286,0.5705321431159973,-0.03600911423563957,0.4385586082935333,0.46921849250793457,-0.0461861677467823,0.3983532190322876,0.39710596203804016,-0.05677361786365509,0.5422128438949585,0.4203980267047882,-0.027097387239336967,0.508155107498169,0.2716679573059082,-0.054868586361408234,0.48923230171203613,0.18113669753074646,-0.07543844729661942,0.4733861982822418,0.10817453265190125,-0.08966933935880661,0.5989892482757568,0.3896290361881256,-0.03580201417207718,0.5806546211242676,0.21376357972621918,-0.06025843322277069,0.5645713210105896,0.11000588536262512,-0.0793769508600235,0.5505930781364441,0.027201712131500244,-0.09298338741064072,0.6525400280952454,0.38713449239730835,-0.04852892458438873,0.6449356079101562,0.22003313899040222,-0.07603348791599274,0.6371601223945618,0.11991655826568604,-0.09485755115747452,0.6279294490814209,0.039474695920944214,-0.10747732222080231,0.7053899765014648,0.4069969952106476,-0.06318514794111252,0.7268880009651184,0.28461405634880066,-0.08974406123161316,0.7372598052024841,0.20406575500965118,-0.10205643624067307,0.7442963719367981,0.13510394096374512,-0.10949019342660904,30.0,640.0,480.0
8,0.656112015247345,0.7837371230125427,5.450413027574541e-07,0.5467711687088013,0.7713302373886108,-0.042542073875665665,0.455881267786026,0.6864569783210754,-0.06324095278978348,0.39892083406448364,0.6036112308502197,-0.08133160322904587,0.3502628803253174,0.5373075604438782,-0.09790423512458801,0.49347466230392456,0.4611528217792511,-0.021302437409758568,0.4538007378578186,0.33082297444343567,-0.047343943268060684,0.43136852979660034,0.25113487243652344,-0.07221824675798416,0.41371938586235046,0.18683354556560516,-0.09144783020019531,0.537895679473877,0.43307042121887207,-0.024321358650922775,0.5032105445861816,0.2858589291572571,-0.04887047037482262,0.48241227865219116,0.20300798118114471,-0.0717960000038147,0.4652995467185974,0.13522863388061523,-0.08821342140436172,0.5880427360534668,0.4305286407470703,-0.03525596112012863,0.571159839630127,0.2719205915927887,-0.06573368608951569,0.559725284576416,0.1813334822654724,-0.08851176500320435,0.5484089851379395,0.10508286952972412,-0.10341385751962662,0.6463638544082642,0.4517099857330322,-0.050351593643426895,0.6671440601348877,0.3281657099723816,-0.08090561628341675,0.6752221584320068,0.24813777208328247,-0.0985281765460968,0.6807454228401184,0.17346405982971191,-0.10966723412275314,30.0,640.0,480.0
9,0.6074771881103516,0.835382342338562,2.9125314426892146e-07,0.502926230430603,0.8837281465530396,-0.017028070986270905,0.39656782150268555,0.8513851165771484,-0.024951409548521042,0.3232226073741913,0.7987978458404541,-0.033433545380830765,0.2599160671234131,0.7591168284416199,-0.03970904275774956,0.38303712010383606,0.6607677936553955,-0.003426917362958193,0.3030332922935486,0.5718235373497009,-0.020915674045681953,0.25302186608314514,0.5260716080665588,-0.03637560084462166,0.21518585085868835,0.49620741605758667,-0.045679278671741486,0.4239470958709717,0.5978513360023499,-0.01079306099563837,0.3570062816143036,0.4787657856941223,-0.022589391097426414,0.313157320022583,0.42096367478370667,-0.030857909470796585,0.28549855947494507,0.3848229646682739,-0.035315148532390594,0.47376713156700134,0.5595513582229614,-0.022704685106873512,0.4101840555667877,0.43802589178085327,-0.04062449932098389,0.3790912926197052,0.4030800759792328,-0.04175998270511627,0.3614662289619446,0.39003169536590576,-0.038642458617687225,0.5316578149795532,0.5370817184448242,-0.0368867851793766,0.49444580078125,0.4141264855861664,-0.05252254009246826,0.4718245565891266,0.3810744285583496,-0.04884013533592224,0.4572142958641052,0.372805655002594,-0.04165251925587654,30.0,640.0,480.0
